	text
8965	chayraykupiwan primer lugar kay gerente general mana chayamunchu pero chaypim chayqa no kachkarqa no musicanta protestanku local ukuwiri y vela vela burlachu imataq kay payman tocan esquemas nispa el tema chaytaq desarrollanqaku manaya allinchu chayqa nispa niripunku hinaqa chay
8968	kusataq kay waqakuyta hapiqarillasuntaq utqayllata allin punchaw kachun imaynallam allin punchaw imaynallam paniy norma qam rimariwaq maypichus turachaychu ñañachu waqarikamuchkanki kay pacha paqariypi uyarimuchkaykiku utqayllaman rimarimuy
8969	pero kay reglamentopi nin kay reglamento de organización funciones de la mesa de trabajo niynin huk pachak pusaq chunka punchawtawan aparikullanmantaq hasta solucionanankamapuni porque manam problemaqa minerallawanchu no imaymanam chay kay mina contaminan nisqan ukuwiri y vela velapaq entonces kunan punchaw rimariykuna kachkan llakirikuy burlapas kanman hina
8971	porque contaminación ambiental chaypi yaqapas waqarikunku kay panachikkuna kay chakapallqa ladokunamanta kay parina nisqakunamanta kay kaychu hatun ayllu an chaykunamanta yaqapunim kuya kuyatam rimarinku porque unum mayu unuta manam uywa upyanñachu uqukunataq chakirqapusqa kay shanuro nisqa kay parapi urmaykamun pastoman hinataq qilluman kutirqusqa pastota
8973	hinaspa paquchakunatataq millmanta velarparin no unupas chayanman aqnariq hina qala qarallanña uywakuna entonces sinchi llakikuymi kay sinchi qayllapi minera qayllapi tiyanku achaykunapaq no entonces imaynatatq kay minera a ver respondenqachu imananqataq wakladomanchu astanqachu imananqam hinaqa
8975	llakikuymi kay kay paqucha paquchiru wawqipanachikkunapaq paylla minerapi tiyanku an chaykunapaq pikunam hatullisqa hatarikunan karqa hinanqa kuna punchawtam hataripunqa manapunitaq rimarikuy kanqachu uyarikuy kanqachu kay ladokunapi kay hatun estadomantapas kay ministeriokunamantapas wak wak imamanchari yaykusunchik parumanchu imamanchu nispa rimarinku kay wawqiy pananchikkuna kay ukubirimantapas
8977	llakiriymi chaykuna chhikaqa mayraqcha rimariy karinman haqay ukuwiri vila vila hapiymanta kay minería nisqamantapas paykunapas llakiykunata maymaypas sasachakuykunata aparimullantaq wawqiykuna panaykuna cuatro de la mañana con veinte nueve minutos qipallapiña qipallapiña puririsun kay chupa chay llaqtakama wawqinchik valeriano maldonado wawqiy allin punchaw kachun imaynalla
8979	allin punchaw kachun wawqiy jaime kay chupa llaqtapi imaman haykamanmi urmaykuchkanku chaqay juliaca llaqtapi chaytaqmi ñuqaykutapas kay chupa runakunatam qalatam chay ñuqaykutawan urmaykachipuwanku chaymi qayna punchaw kunan punchaw qayna punchaw qaynimpa punchaw a chaykuna manam auto purinan karqanchu kay chupa llaqtamanta juliacakama
8981	chinkarqapun qala chay pasajerukuna nisqa chaykuna suyan chaykuna ñan patallapim llaqta plazapim chayllapim tiyarqukuchkarqanku sapa punchaw iskay punchaw pacha a chaymi kay chupa llaqtapi pasachkan ama juliacapi kay hina kanmanchu chay umalliqkuna sumaqta chay juliaca llaqtata pusankuman ñawpaqman munayta
8984	turi wawakunalla tío tía abuela primo sobrino sobrina paykunaqa manam exactamente familia ukupi kaqchu sino huk familiayuqmi tayta diospa familia churasqanqa tayita mama y churi wawakuna hichaymi diospa palabran rimapayawasunchik kunan kaynata nispa dios tayta nin
8986	acuerdonmi casado vida kayqa y chaymi casado vida kayqa dios taytapa bendecisqan y pipas maypas casado vida kayman chayaqa bendiciontam tarinqa pero si qam kanki soltero soltera mana casarakuyta munankichu mana kanchu necesidadniyki tran
8988	pero mana sunqunku dominay atisqanku rayku mana allin carácterniyuq kasqankurayku chaypiwa huk problemam kachkan chayqa hucham chaytaqa dios taytaqa manam permitinchu pero kanmi qarikuna warmikuna celibato y chaymi chay don kanmi qaripas kanmi warmipas mana ni warmita necesidadnin kanchu warmimanta ni warmipas qarimanta kanchu
8990	chaykurqa warmi munayniyuqta y chaymi qawaspan dios tayta kay qharita rikuykurqa mana qawkayayniyuq kasqanta chaymi nirqa bibliapi no es bueno manam allinchu qaripa sapallan kaynin ichapas kay qari necesitarqa yanapaqninta ichapas kay qari necesitanman karqa piwantaq ñuqaqa vida ta pasa saq nispa
8992	casado vida kayta churaykurqa y chaymi casado vida kayqa casado vidaman yaykuyqa diospa palabranmanhina leypa kamachikuyninmanhina yaykunqa hinaspanqa bendecisqam kanqa chaynaqa kuyasqa uyarillay si qampa kachkanña familiaykim qam kanki casaduña casadaña wawaykikunapas kanñam yachay
8994	peleaypi qam kanki casadoña casadaña wawaykikunapas kanña yachankichik huk wasipi dios tayta qamkunam bendicionninta ña churaykunña chay bendicionnin chaskisqaykichikraykum nirqankichik qampas y ñuqapas kuyasqaykim wakcha kaptiyki apu kaptiyki y chaytaqa manam prometikurqanchik runamanchu
8996	uyarikunkichikpasñachu pero kuskachaykichik casado vidaykichikta respetastin purichakuchkankichik dios tayta bendecisunkichik pero mayna sasachakuypitaq llakikuypitaq wakiqnin casado vidakuna kunallan hora tarikun rakinakuymanta pensastin ripukuymanta pensastin wañukuymanta pensastin yanqam qamwanqa pantarqusqani nispa rima
8998	génesis capítulo dos versículo diez y ochom niwanchik kaynata nispa chaymantam tayta dios nirqa manam allinchu qharipa sapallan kayninqa yanapaqnintayá payman rikchakuqta rurasaq nispa manam allinchu qharipa sapallan kayninqa yanapaqnintayá
8999	maqanakuynintakama piñanakuynintakama dios taytapa familia churakusqanta satanasñataq chayna piensaykunawan taqmaypi taqmachkan si qampa vidaykipi wasiykipi tarikun chay sasachakuy hinaptinqa imatataq rurananchik hinallachu rimanakusun rakinakuymanta
9001	chaypi tarikuchkanchik y aveces dios taytata burlaman churastin aveces qaripas warmipas pastorkunata tapukustin tentastin purichkan kaynata niptin pastor tapuchakusqayki ñuqapa huchaymi ripukun una unay tiempoña huk familiayuqñam kanpas qaripas igualya señoraymi dejarquwan ripukun huk ayllulluqña
9003	qaripas igualla señoraymi dejarquwan ripukuq huk aylluyuqñam ñuqapas unaunayñam rakisqa kani chaymi kasarachakuyta munani hukwan chaymi chay llulla pensanchik chaykunata ruraspa hamuq punchawpi dios burlakuyta manam kanchu chay dios burlakuy diospa palabranmi nin qampi preocupasqa kaspan nirqa no es bueno que el hombre este solo manam qaripa sapallan kayninqa
9006	porque qaripas sasachakuyninmi kharka sapallan kaynin y muchas veces qaripas warmipas manam sapallan kayta atinchu wakiqllancha qasillala kanqa tranquilo kanqa imaña vidampi pasaptinpas pero casi mayoríapim pasakun sasachakuy rakinakuy karquptinqa quklawpiñam kachkan kaylawpiñam kachkan ñawi y aswan más
9008	suti riqsiyllam cristo chay wasipa familiapa chawpinpi kayninqa iskayninmi diostayta mañakuyta munan gustan khuyan hinaspanmi mañakun iskayninmi diostaytapa wasinman rin igualla pero mana cristo jesús wasiykita gobernaptinqa warmim riyta munan iglesiaman qhariqa munanchu mana cristo jesús wasi
9010	riyta munan iglesiaman qariqa munanchu mana cristo jesús wasiykipi kaptinqa warmi munan ayunakuyta pero qari mana munanchu o qari munan diospa palabran leeyta warmiñataq munanchu y kaykunam yachachiwanchik chaypim chay familia desunido rakinasqa pelasqa rachusqa tipisqa kaykunam
9012	kunanmi kachkan ichapas iskay kimsa sasachakuykuna chay rakinakunaykipaq rakinakurqunki hinaptinqa chunka kuti masmi rikurikaykamunqa sasachakuy hinaptinqa manam piensawaqchu sasachakuyniyki allincharquyta y tayta diospa qayllampiqa  ama chayta ruraychu porque manam dios tayta agradakunchu manam dios tayta
9014	porque manam dios tayta agradakunchu manam dios tayta kusisqachu kanqa chaywan diostaytapa sutintam qachachachwan si mana chay kuyasqayki qarita kuyasqayki warmita puntata kuyaranki pero kunan manaña kuyankichu pitataq kuyanki piensankichu huk kuyaruyta manam atiwaqchu
9016	casado vidanchik yanqachasqa kaptin chaymi diospa palabran nin kay génesis libropi manam allinchu qaripa sapallan kayninqa dios taytam qampi preocupasqa karqan ñuqapi preocupasqa karqa y chayraykum quykuwanchik wasinchikpi vida pasaqninchikta y paykunawanyá wasipi churi wawanchikkunawan
9018	tayta diosmanta kallpata mañakuykuspayki imapim error kachkan iskaynipim qaripim warmipim kachkan sasachakuyninka manam huknillanpicho manam tumpanakuywan allinchasunchu sasachakuyta sino tayta diosman qunqunapaq churakuykuychik dios taytaqa kuyakuyta huk wachuwanchik dios tayta bendicisunki amaraq rakinakuyta
9020	dios taytanchikman gracias kachun payman gloria y honra kuyasqay uyariqllay kunanqa dios taytanchikpa chuya simin qawaykunanchikpaqyá llapallanchik kanan kichaykuna kanqa kay antiguo testamentopi jeremías capítulo
9021	llaqta diostaytapa churin llaqtan pero maynan llakikuypaqmi cuando huk churin manam taytanta honraptin manam taytan hatunchaptin mayna llakikuypaqmi huk churin taytamamanta despreciaptin taytamamanta mana allinruraykunawan mana allin ruraykunawan mana allin ejemplo kaynin dios tayta kuyakuywan llaqtanta qayarqa
9023	dios taytata hinaspanmi huchallikuykunata rurarqa mana allinkunata rurarqa mana samarispa chaytam rimapayawanchik kay versículo siete hina kay capítulo seis jeremiaspi imaynam pay imaynam pukiyomanta puquío yakumana tukuyta lluqsimun chaynam jerusalenmantapas mana allinkuna mana tukuyta lluqsin mayna karumanmi llapa runakuna
9025	y chaymi dios taytapa palabranpi nin versículo chunka kaynata paymi chaymi nirqani pitaq rimapayaspa pitataq rimapayasaq pimantaq willasaq pitaq uyariwanman ninrinkum tapasqa kachkan a chaynam kay llaqta rikurirqurqa dios taytapa palabranta uyarichkaspanmi kunanqa manaña dios taytapa palabran uyariyta munanñachu cuando runa dios tayta
9027	dios taytapa palabran uyariyta munanñachu runa dios taytamanta karunchakun inaspaqa dios taytapa palabran mana uyariy munaqmi rikurirqun utapmi manaraq señor jesusta riksiykuchkaspam diospa palabranta mana uyariyta munanchu chaymi pasarqa kay israel llaqtawan jerusalen llaqtapi wawqiy panakunawan mana solamente runakunallachu aswanqa
9030	rimanqa kay antiguo testamentopim jeremias capítulo seis versículo diez y seis y diez y siete jeremías capítulo seis versículo diez y seis y diez y siete dios taytapa palabran kaynata rimapayawanchik tayta diosmi runakunata kaynata nin ñankunapi sayaykuspa qawariychik
9031	mana solamente runakunallachu aswanqa autoridadkunapas sacerdotekunapas pastorkunapas kay versículo trecepa nisqanman hina kayna rikurikurqurqaku paykunaqa hatunpas taksapas llapallankum apuyayllamanta apuyayllamanña qukuruqku profetakunawan sacerdotekunapas engañakuqllañam rikurirqunku tukupay tiempokunapim tarikunchik
9033	chaynintam purispa samayta tarinaykichikpaq nispa dios taytam nin sayaychik chayllapi amaña masta imatapas ruraychikchu rurasqaykichikmi mana allin manam agradoypaqchu rurasqaykichik manam agradoypaqchu predicasqaykichik manam agradoypaqchu takisqaykichik manam agradoypaqchu qamkunapa serviwasqaykichik ima rurasqaykichikpas manam agradoypaqchu mejor chay
9035	dios taytapa hayllampi mana allin kawsaynilluq kachkaspa imapa rurayninchik imapaqtaq allin imapaqtaq yanapawachwan allin kaqpaq mana dios taytapa hina kawsachkaspa imapa rurayninchik dios taytam nin jeremiaspa simintakama sayaychik chayllapi alto amaña masta puriychikchu tapukuychik primero pasaq vida kunamanta imakunam tayta diospa bendición
9037	sasachakuykuna kunan kay tiempopi chayraykum chiriyaykuna llapa runapa sunqunman yaykun chayraykum runakuna qatichkanchik aychanchikpa munayninmanhina sayaykusunchik hinaspanchik tapukuykusunchik hinaspa examinakuykusun imaynataq kachkani imayna piensayniyuqtay kay obrapi kachkani allintachu rurachkani wasiymantapuni allinchu kachkani
9040	y kamachikuqraq kaspaqa mejormi chayllapi sayaykuna hinaspa ninanchik kayllapi samaykusaq porque manam ñuqa allin ejemplotachu quchkani nispa y chaymi dios taytapa palabran nin ñankunapi sayaykuspa qawarikuychik ñankunapi sayaykuspa tapukuykuychik hinaspaykichik qawakuykuychik vidaykichikta muchas veces wakiqninchikpa wasinchikmi mana allinchu kachkan wasinchikmi desordenpi tarikun wasinchikpi manaña ka
9042	wasinchikmi desordenpi tarikun wasinchikmi manaña kanchu respeto wasinchikmi manaña kanchu kasunakuy warmanchikuna mana allin vidapiña purikuchkan mana allin viciokunapiña pero kachkanchik pastor pero kachkanchik misionero kachkanchik evangelista imatañapas rurasun mientras que mana wasinchikta allichaspaqa manam imatapas allin kaq rurayta atichwanchu engañanakuy
9044	kaynintaqa purita munanikuchu runataqa mana munanchu chuyanchakuspa kawsay runataqa siempre gustan mana allin ruraykunapi kawsay runataqa siempre gustan kay pachapi capkunaman hina kawsayta runataqa siempre gustan gustonmanhina imatapas rurayta pero manam dios taytapa gustoman hinachu imatapas ruraskanchik dios taytapa palabram nin ñankunapi sayaykuspa qhawariychik
9046	runakunam mana gustanñachu palabrata ichapas qampas kachkanki chay lugarpi mana dios taytapa palabran uyariy gustasunkiñachu dios taytapa palabranmi alimento espiritualmente vidaykipaq dios taytapa palabranmi salmo ciento diecinueve ciento cincoman nisqanpi hina ñanniykita kanchananpaq palabran achkinanpaq palabra mana chaynapi apurawllaman imamanpas wichiykunapaq dios taytapa pala
9048	sayariykuy hinaspayki qawarikuykuy pim kasqaykita llapa runapa sunquntam dios tayta riqsin manam qam y ñuqa dios taytata engañachwanchikchu sayaykuy kunallan kuyasqay uyariqllay vicioykim apasunki mana allin vidaman sayayña chay viciomanta wakinnichikmi llullakunchik mana medirikuspa
9050	musuq pasaq ñankunamanta qayka runatataq dios tayta runapa vidanta cambiarqa qayka runapa vidantataq dios tayta musuqyachirqa tapukusun chay ñankunamanta chay tapukusun dios taytamanta manam diosqa cambianchu diosqa hina kaqllam payqa hina atiyniyuqmi manam fallanchu ni pita si qam qawarinki saul saoluta hinaspayki tapukuy hina chay diosllatam servinchik iglesia de dios tapukuy
9052	dios taytam kallpata qusunki yanapasunki chaynapi qamta vidaykita musuqyaykachinanpaq manam paypaq sasachu chaykuna ruray kunanmi tarikunki qaqapa patanpi hinaña wasiykipipas famialiaykipipas imanasqa llullakuykuna engañanakuykuna maqanakuykuna maltratanakuykuna siminchik mana controlaykuna kasqan rayku sayayña chaymanta hinaspayki kunan sayaykuspayki niy señor yanapaykuway
9054	chaymanta hinaspayki kunan sayaykuspayki ni señor yanapaykuway amaña kaykunata ruranaypaq payqa oraciontaqa chaskinmi payqa uyarikunmi y dios tayta yanapawasunchik hanaq pachapi kaq taytayku gracias qampa palabrayki qhawaykusqaykumanta gracias sapa punchaw taytaya yuyarichiwankiku imam rurasqaykumanta ña sayanaykupaqña imam rurasqaykupi sayaykuspa allin kaqkunamanta tatiarinaykupaq
9056	sutillanpi chayna puni kallachun nispa amén kunanpaq yachachikuymi rimapayawanchik pasaq ñankunaman kutirinamanta pasaq ñankunaman kutirinamanta cuando rimarinchik khuyasqay uyariqllay pasaq ñankunaman kutiriymanta nispaqa rimachkanchik allin kaq ruraykunaman kutirinamantam y kachkantaqmá mana allin kaq pasaq vi
9058	debenanchik y chaymi dios taytapa palabran rimapayawanchik kunanpaq y kay mensajem kuyasqay uyariqllay predicasqam ichapas manaraq qam señor jesusta riqsiykunkiraqchu y qampaqmi kay palabran hutaqmi manaraq qam tukuy sunquykiwanchu dios taytata qatichkanki ichapas munastin mana munastin qampaqmi kay palabra
9060	dios taytanchikpa chuya siminta kichaykusunchik uyariqllaykuna kay san mateo nisqan libropi qanchis kaqrakita
9062	nisqan libropi qanchis kaqrakita chunka pichqayuq qatiqninta san mateo capítulo siete versículo quince dios taytanchikpa chullasimin  kaynata rimapayawanchik llupa profetakunamantay
9063	tantearispa allinta qhawarikuspa allinta examinaspa qatinam kasqa dios taytaqa porque llutanta qatisun hinaptinqa manam yachanchikchu mana allin ñuqanchikkuna pantarqachiwananchikta chaycha razonninpi nirqa señor jesus uyan uyanlla kaychik rikchan rikchanlla
9064	uyarikuqchu kanki kasukuqchu kanki icha manachu may rinapaqpas hukniraq taytachapa wasinman rinapaqqa kasukunkim calendarioykita qawaspayki kaymi rinay wakmi rinay nispa suyachkanki ichaqa llaqtaykipi taytachapa wasinpi llamkay kanqa presbiterioykipis
9066	iglesiaykipi llamkay kanqa hina llaqtaykipi presbiterioykipi senodoykipi regionniykipi zonalniykipi kanqa quñunakuy y chaypaqñataq mana kanchu ni agendaykipas mana kanchu ni rinaykipaqpas tiempo entonces chaypiqa manañam kanchu kasukuy chaypiqa kachkanki kachkanchik
9069	salvaqnin señortapas neganqaku chayqa kanqa kikinkupa condenasqa kanankupaqmi achkham qatinqaqku paykunapa qanra vidankuta paykuna raykum runakunapas chiqap ñanpa contranpi rimanqaku qullqi ganakuyta
9072	pim pantachikuykuna aswan masta yapapaykamun chaymi kuyasqay uyariqllay llapallan iglesiam diostaytapa llaqtan yuyayman yaykunanchik tanteariyman yaykunanchik uyan uyanlla kawsananchik pastorkuna
